Activity Type, User ID, RM ID, User OS, User OS Share, Viewing App, Viewing App Version, User Groups,Shared Date, Shared Time, Title of Content, Share Channel, Viewed, Time Spent in Seconds, Last Activity Date, Last Activity Time,,
SHARE,5035844,2834196,,WEB,,,,11-Mar-2017,4:34:21,Welcome the sun into your home David Nielsen,WEB,1,1211,11-Mar-2017,21:57:57,,
VIEW,5035844,,,WEB,,,,,,Location Verification,,1,13,11-Mar-2017,21:49:40,,
VIEW,5035844,,,WEB,,,,,,Central Electric Co-op Net Metering,,1,97,11-Mar-2017,21:49:26,,
VIEW,5035844,,,WEB,,,,,,Upload Utility Bill,,1,70,11-Mar-2017,21:47:49,,
VIEW,5035844,,,WEB,,,,,,"Nielsen, David Prelim Roof Layout.png",,1,20,11-Mar-2017,21:46:37,,
VIEW,5035844,,,WEB,,,,,,Read what our customers have to say,,1,85,11-Mar-2017,21:46:17,,
VIEW,5035844,,,WEB,,,,,,Why E2 Solar,,1,141,11-Mar-2017,21:44:51,,
VIEW,5035844,,,WEB,,,,,,SolarWorld Quality,,1,129,11-Mar-2017,21:38:28,,
VIEW,5035844,,,WEB,,,,,,Why install solar,,1,128,11-Mar-2017,21:38:25,,
VIEW,5035844,,,WEB,,,,,,What you can expect,,1,51,11-Mar-2017,21:38:20,,
VIEW,3030935,,,WEB,,,,,,"Whitmore, James 6.16KW Preliminary Bid Proposal.pdf",,1,16,11-Mar-2017,21:35:19,,
VIEW,5032376,,,WEB,,,,,,Federal renewable energy tax credit,,1,3,11-Mar-2017,6:50:00,,
SHARE,5032376,2834196,,WEB,,,,11-Mar-2017,6:41:01,Get the power Scott Andrews,WEB,1,10,11-Mar-2017,6:50:00,,
VIEW,5032376,,,WEB,,,,,,Oregon renewable energy tax credit,,1,2,11-Mar-2017,6:49:56,,
VIEW,5032376,,,WEB,,,,,,"Andrews, Scott 10.64KW Preliminary Bid Proposal.pdf",,1,5,11-Mar-2017,6:49:53,,
VIEW,2834196,,,WEB,,,,,,Request your site assessment,,1,6,11-Mar-2017,6:49:10,,
VIEW,2834196,,,WEB,,,,,,"Andrews, Scott 10.64KW Preliminary Bid Proposal.pdf",,1,5,11-Mar-2017,6:40:49,,
SHARE,3030935,2834196,,WEB,,,,11-Mar-2017,5:59:56,Get the power James Whitmore,WEB,1,600,11-Mar-2017,5:59:56,,
VIEW,2834196,,,WEB,,,,,,"Whitmore, James 6.16KW Preliminary Bid Proposal.pdf",,1,8,11-Mar-2017,5:59:47,,
VIEW,2834196,,,WEB,,,,,,"Nielsen, David Prelim Roof Layout.png",,1,3,11-Mar-2017,4:20:45,,
VIEW,2834196,,,WEB,,,,,,"Callagan, Helene 10.36KW SolarEdge Bid Proposal.pdf",,1,5,11-Mar-2017,4:15:13,,
VIEW,2834196,,,WEB,,,,,,"Callagan, Helene 11.10KW SolarEdge Bid Proposal.pdf",,1,153,11-Mar-2017,3:49:02,,
VIEW,2834196,,,WEB,,,,,,"Callagan, Helene 10.36KW SolarEdge Bid Proposal.pdf",,1,63,11-Mar-2017,3:47:16,,
VIEW,5032376,,,WEB,,,,,,Upload Utility Bill,,1,250,10-Mar-2017,22:36:47,,
SHARE,5032376,2834196,,WEB,,,,10-Mar-2017,9:50:00,Welcome the sun into your home Scott Andrews,WEB,1,1717,10-Mar-2017,22:36:47,,
VIEW,5032376,,,WEB,,,,,,Location Verification,,1,360,10-Mar-2017,22:36:47,,
VIEW,5032376,,,WEB,,,,,,Your comments:,,1,424,10-Mar-2017,22:36:47,,
VIEW,5032376,,,WEB,,,,,,Resale value for solar homes,,1,83,10-Mar-2017,22:36:46,,
VIEW,5032376,,,WEB,,,,,,Maintenance for residential solar,,1,84,10-Mar-2017,22:36:46,,
VIEW,5032376,,,WEB,,,,,,Is my home good for solar?,,1,99,10-Mar-2017,22:36:46,,
VIEW,5032376,,,WEB,,,,,,"Andrews, Scott Prelim Roof Layout.png",,1,115,10-Mar-2017,22:36:46,,
VIEW,5032376,,,WEB,,,,,,Central Electric Co-op Net Metering,,1,98,10-Mar-2017,22:36:46,,
VIEW,5032376,,,WEB,,,,,,Own vs Lease - Homeowners Guide,,1,97,10-Mar-2017,22:36:45,,
VIEW,5032376,,,WEB,,,,,,Why E2 Solar,,1,94,10-Mar-2017,22:36:45,,
VIEW,5032376,,,WEB,,,,,,What you can expect,,1,98,10-Mar-2017,22:36:45,,
VIEW,5032376,,,WEB,,,,,,Read what our customers have to say,,1,101,10-Mar-2017,22:36:44,,
VIEW,5032376,,,WEB,,,,,,Your solar interest - form,,1,179,10-Mar-2017,22:36:07,,
VIEW,5032376,,,WEB,,,,,,Why install solar,,1,20,10-Mar-2017,22:35:23,,
VIEW,4891210,,,WEB,,,,,,"Pittam, Byron 4.48KW Preliminary Bid Proposal.pdf",,1,11,10-Mar-2017,22:24:31,,
SHARE,4891210,2834196,,WEB,,,,28-Feb-2017,1:20:55,Get the power Byron Pittam,WEB,1,150,10-Mar-2017,22:24:31,,
VIEW,5032376,,,WEB,,,,,,Upload Utility Bill,,1,15,10-Mar-2017,21:58:20,,
VIEW,5032376,,,WEB,,,,,,SolarWorld Quality,,1,66,10-Mar-2017,21:58:04,,
VIEW,3030935,,,WEB,,,,,,Request your Appointment,,1,107,10-Mar-2017,13:55:05,,
VIEW,3030935,,,WEB,,,,,,"Whitmore, James 6.16KW Preliminary Bid Proposal.pdf",,1,33,10-Mar-2017,13:49:31,,
VIEW,3030935,,,WEB,,,,,,Choosing a contractor,,1,9,10-Mar-2017,13:14:19,,
VIEW,3030935,,,WEB,,,,,,Financing option,,1,9,10-Mar-2017,13:14:09,,
VIEW,3030935,,,WEB,,,,,,Federal renewable energy tax credit,,1,40,10-Mar-2017,13:13:58,,
VIEW,3030935,,,WEB,,,,,,Oregon renewable energy tax credit,,1,132,10-Mar-2017,13:13:18,,
VIEW,3030935,,,WEB,,,,,,Energy Trust funding status for Pacific Power customers,,1,119,10-Mar-2017,13:10:35,,
VIEW,5032254,,,WEB,,,,,,Location Verification,,1,20,10-Mar-2017,10:31:14,,
SHARE,5032254,2834196,,WEB,,,,10-Mar-2017,9:40:10,Welcome the sun into your home Michael Benson,WEB,1,120,10-Mar-2017,10:31:14,,
VIEW,5032254,,,WEB,,,,,,Pacific Power Net Metering,,1,45,10-Mar-2017,10:30:54,,
VIEW,5032254,,,WEB,,,,,,Upload Utility Bill,,1,29,10-Mar-2017,10:30:01,,
VIEW,5032254,,,WEB,,,,,,"Benson, Michael Prelim Roof Layout.png",,1,9,10-Mar-2017,10:29:57,,
VIEW,5032254,,,WEB,,,,,,SolarWorld Quality,,1,8,10-Mar-2017,10:29:48,,
VIEW,5032254,,,WEB,,,,,,Why install solar,,1,3,10-Mar-2017,10:29:27,,
VIEW,5032254,,,WEB,,,,,,What you can expect,,1,6,10-Mar-2017,10:29:23,,
VIEW,2834196,,,WEB,,,,,,"Hawkins, ShanRae Prelim Roof Layout.png",,1,3,10-Mar-2017,9:54:08,,
SHARE,5032315,2834196,,WEB,,,,10-Mar-2017,9:44:47,Welcome the sun into your home Nichole Van Elkeren,WEB,0,0,10-Mar-2017,9:44:47,,
VIEW,2834196,,,WEB,,,,,,"Van Elkeren, Nichole Prelim Roof Layout.png",,1,2,10-Mar-2017,9:44:26,,
SHARE,5032197,2834196,,WEB,,,,10-Mar-2017,9:35:12,Welcome the sun into your home Linda Bradley,WEB,0,0,10-Mar-2017,9:35:12,,
VIEW,2834196,,,WEB,,,,,,"Bradley, Linda Prelim Roof Layout.png",,1,3,10-Mar-2017,9:35:01,,
SHARE,5032146,2834196,,WEB,,,,10-Mar-2017,9:31:44,Welcome the sun into your home Frankie Charles,WEB,0,0,10-Mar-2017,9:31:44,,
SHARE,5032097,2834196,,WEB,,,,10-Mar-2017,9:27:56,Welcome the sun into your home Erin Pichowsky,WEB,0,0,10-Mar-2017,9:27:56,,
VIEW,2834196,,,WEB,,,,,,"Pichowsky, Erin Prelim Roof Layout.png",,1,3,10-Mar-2017,9:27:41,,
SHARE,5032040,2834196,,WEB,,,,10-Mar-2017,9:22:31,Welcome the sun into your home Ben McGrane,WEB,0,0,10-Mar-2017,9:22:31,,
VIEW,2834196,,,WEB,,,,,,"McGrane, Ben Prelim Roof Layout.png",,1,4,10-Mar-2017,9:22:18,,
SHARE,5031840,2834196,,WEB,,,,10-Mar-2017,7:03:00,Welcome the sun into your home Harold Mahon,WEB,0,0,10-Mar-2017,7:03:00,,
VIEW,2834196,,,WEB,,,,,,"Mahon, Harold Prelim Roof Layout.png",,1,3,10-Mar-2017,7:02:34,,
SHARE,5031734,2834196,,WEB,,,,10-Mar-2017,6:29:52,Welcome the sun into your home Lisa Ensworth,WEB,0,0,10-Mar-2017,6:29:52,,
VIEW,2834196,,,WEB,,,,,,"Ensworth, Lisa Prelim Roof Layout.png",,1,2,10-Mar-2017,6:29:36,,
VIEW,4098404,,,WEB,,,,,,"Johnson, Virginia Prelim Roof Layout.png",,1,20,10-Mar-2017,2:18:42,,
VIEW,4098404,,,WEB,,,,,,"Johns, Keri Prelim Roof Layout.png",,1,15,10-Mar-2017,2:15:23,,
VIEW,4098404,,,WEB,,,,,,"Carothers, Sean Prelim Roof Layout.png",,1,7,10-Mar-2017,2:13:53,,
VIEW,4098404,,,WEB,,,,,,"Bishoff, Kathy Prelim Roof Layout.png",,1,10,10-Mar-2017,2:10:03,,
VIEW,4098404,,,WEB,,,,,,"Hoyt, David Prelim Roof Layout.png",,1,11,10-Mar-2017,2:05:27,,
VIEW,2834196,,,WEB,,,,,,"Clark, Jeris  12.42KW Ground Mount Commercial Preliminary Bid Proposal .pdf",,1,20,9-Mar-2017,23:26:11,,
VIEW,4932890,,,WEB,,,,,,"Clark, Jeris  12.42KW Ground Mount Commercial Preliminary Bid Proposal .pdf",,1,119,9-Mar-2017,20:50:56,,
SHARE,4932890,2834196,,WEB,,,,9-Mar-2017,1:34:32,Get the power Jeris Clark,WEB,1,206,9-Mar-2017,20:50:56,,
VIEW,4932890,,,WEB,,,,,,"Clark, Jeris 24.84 Ground Mount Residential Preliminary Bid Proposal.pdf",,1,13,9-Mar-2017,20:48:56,,
VIEW,4932890,,,WEB,,,,,,"Clark, Jeris  12.42KW Ground Mount Residential Preliminary Bid Proposal.pdf",,1,65,9-Mar-2017,20:48:43,,
VIEW,2834196,,,WEB,,,,,,"Gross, Joe 5.22KW Preliminary Bid Proposal.pdf",,1,14,9-Mar-2017,5:48:02,,
VIEW,3882655,,,WEB,,,,,,E2 Solar contracts,,1,60,9-Mar-2017,5:21:40,,
SHARE,3882655,2622013,,WEB,,,,29-Dec-2016,5:43:58,E2 Solar contracts,WEB,1,341,9-Mar-2017,5:21:40,,
VIEW,3882655,,,WEB,,,,,,Energy Trust funding status for Pacific Power customers,,1,40,9-Mar-2017,5:17:39,,
SHARE,3882655,2834196,,WEB,,,,20-Dec-2016,7:20:15,Solar Blueprint Peter Hower,WEB,1,187,9-Mar-2017,5:17:39,,
VIEW,3882655,,,WEB,,,,,,Bid Proposal 3.92KW ($1.50/watt State Credit),,1,5,9-Mar-2017,5:16:59,,
VIEW,3882655,,,WEB,,,,,,Bid Proposal 3.92KW ($1.30/watt state credit),,1,26,9-Mar-2017,5:16:54,,
VIEW,2834196,,,WEB,,,,,,Why install solar,,1,41,9-Mar-2017,4:46:46,,
VIEW,2834196,,,WEB,,,,,,"Jeter, Ty 5.04KW Preliminary Bid Proposal.pdf",,1,14,9-Mar-2017,4:36:55,,
VIEW,2834196,,,WEB,,,,,,"Douglas, Mac 10.44KW Preliminary Estimate.pdf",,1,114,9-Mar-2017,4:25:43,,
VIEW,2834196,,,WEB,,,,,,SolarWorld Quality,,1,108,9-Mar-2017,4:25:43,,
VIEW,2834196,,,WEB,,,,,,Choosing a contractor,,1,108,9-Mar-2017,4:25:43,,
VIEW,2834196,,,WEB,,,,,,Maintenance for residential solar,,1,108,9-Mar-2017,4:25:43,,
VIEW,2834196,,,WEB,,,,,,Is my home good for solar?,,1,109,9-Mar-2017,4:25:43,,
VIEW,2834196,,,WEB,,,,,,Resale value for solar homes,,1,109,9-Mar-2017,4:25:43,,
VIEW,2834196,,,WEB,,,,,,Energy Trust funding status for Pacific Power customers,,1,2,9-Mar-2017,4:23:27,,
VIEW,4932890,,,WEB,,,,,,"Clark, Jeris  12.42KW Ground Mount Residential Preliminary Bid Proposal.pdf",,1,9,9-Mar-2017,3:14:23,,
VIEW,2834196,,,WEB,,,,,,SolarEdge performance monitoring,,1,27,9-Mar-2017,3:09:11,,
VIEW,2834196,,,WEB,,,,,,"Clark, Jeris 24.84 Ground Mount Commercial Preliminary Bid Proposal.pdf",,1,46,9-Mar-2017,3:08:39,,
VIEW,2834196,,,WEB,,,,,,"Clark, Jeris  12.42KW Ground Mount Commercial Preliminary Bid Proposal .pdf",,1,26,9-Mar-2017,3:07:52,,
VIEW,2834196,,,WEB,,,,,,"Clark, Jeris 24.84 Ground Mount Residential Preliminary Bid Proposal.pdf",,1,8,9-Mar-2017,3:07:26,,
VIEW,2834196,,,WEB,,,,,,"Clark, Jeris  12.42KW Ground Mount Residential Preliminary Bid Proposal.pdf",,1,16,9-Mar-2017,3:07:17,,
VIEW,2622013,,,WEB,,,,,,Federal renewable energy tax credit,,1,8,9-Mar-2017,2:12:27,,
VIEW,2622013,,,WEB,,,,,,MACRS,,1,2,9-Mar-2017,2:11:45,,
VIEW,2622013,,,WEB,,,,,,Oregon residential renewable energy tax credit,,1,5,9-Mar-2017,2:07:49,,
VIEW,2622013,,,WEB,,,,,,Business Investment Tax Credit,,1,10,9-Mar-2017,2:07:35,,
VIEW,2834196,,,WEB,,,,,,Oregon residential renewable energy tax credit,,1,3,9-Mar-2017,1:41:31,,
VIEW,2834196,,,WEB,,,,,,"Clark, Jeris 24.84 Ground Mount Commercial Preliminary Bid Proposal.pdf",,1,13,9-Mar-2017,1:34:07,,
VIEW,2834196,,,WEB,,,,,,"Clark, Jeris  12.42KW Ground Mount Commercial Preliminary Bid Proposal .pdf",,1,16,9-Mar-2017,1:33:53,,
VIEW,2834196,,,WEB,,,,,,"Clark, Jeris 24.84 Ground Mount Residential Preliminary Bid Proposal.pdf",,1,12,9-Mar-2017,1:33:37,,
VIEW,2834196,,,WEB,,,,,,"Clark, Jeris  12.42KW Ground Mount Residential Preliminary Bid Proposal.pdf",,1,10,9-Mar-2017,1:33:25,,
VIEW,2834196,,,WEB,,,,,,Energy Trust funding status for Pacific Power customers,,1,6,9-Mar-2017,1:33:07,,
VIEW,2834196,,,WEB,,,,,,Business Investment Tax Credit,,1,22,9-Mar-2017,1:29:49,,
VIEW,2834196,,,WEB,,,,,,Renewable Energy Development Grant,,1,20,9-Mar-2017,1:26:44,,
VIEW,2834196,,,WEB,,,,,,Energy Trust funding status for Pacific Power customers,,1,2,9-Mar-2017,1:26:23,,
VIEW,2834196,,,WEB,,,,,,Financial Summary 8.99kW PTNZ,,1,9,9-Mar-2017,1:26:20,,
VIEW,2834196,,,WEB,,,,,,PV Roof Layout (total),,1,6,9-Mar-2017,1:26:09,,
VIEW,2834196,,,WEB,,,,,,Executive Summary,,1,6,9-Mar-2017,1:25:53,,
VIEW,2834196,,,WEB,,,,,,SolarWorld Quality,,1,4,9-Mar-2017,1:25:46,,
VIEW,2834196,,,WEB,,,,,,System Monitoring,,1,18,9-Mar-2017,1:25:42,,
VIEW,2834196,,,WEB,,,,,,Energy Trust funding status for Pacific Power customers,,1,12,9-Mar-2017,1:25:24,,
VIEW,2834196,,,WEB,,,,,,MACRS,,1,15,9-Mar-2017,1:25:11,,
VIEW,2834196,,,WEB,,,,,,Renewable Energy Development Grant,,1,12,9-Mar-2017,1:24:55,,
SHARE,4932890,2834196,,WEB,,,,8-Mar-2017,23:31:23,Welcome the sun into your home Jeris Clark,WEB,1,2092,8-Mar-2017,23:31:23,,
SHARE,4932890,2834196,,WEB,,,,8-Mar-2017,23:01:57,Welcome the sun into your home Jeris Clark,WEB,1,2092,8-Mar-2017,23:01:57,,
VIEW,4932890,,,WEB,,,,,,What you can expect,,1,10,8-Mar-2017,9:08:30,,
VIEW,4932890,,,WEB,,,,,,"Clark, Jeris Prelim Roof Layout.png",,1,119,8-Mar-2017,7:08:11,,
VIEW,4932890,,,WEB,,,,,,What you can expect,,1,36,8-Mar-2017,7:06:11,,
VIEW,4932890,,,WEB,,,,,,Upload Utility Bill,,1,1354,8-Mar-2017,7:05:35,,
VIEW,4932890,,,WEB,,,,,,Upload Utility Bill,,1,1069,8-Mar-2017,6:59:41,,
SHARE,4633807,2834196,,WEB,,,,8-Mar-2017,6:57:13,Get the power Helene Callagan,WEB,0,0,8-Mar-2017,6:57:13,,
VIEW,2834196,,,WEB,,,,,,"Callagan, Helene 10.08KW Preliminary Bid Proposal.pdf",,1,13,8-Mar-2017,6:56:38,,
VIEW,2834196,,,WEB,,,,,,"Callagan, Helene 14.54KW Preliminary Bid Proposal.pdf",,1,9,8-Mar-2017,6:56:34,,
VIEW,4932890,,,WEB,,,,,,Own vs Lease - Homeowners Guide,,1,100,8-Mar-2017,6:29:01,,
VIEW,4932890,,,WEB,,,,,,Resale value for solar homes,,1,145,8-Mar-2017,6:27:21,,
VIEW,4932890,,,WEB,,,,,,Maintenance for residential solar,,1,39,8-Mar-2017,6:24:32,,
VIEW,4932890,,,WEB,,,,,,Your solar interest - form,,1,149,8-Mar-2017,6:23:52,,
VIEW,4932890,,,WEB,,,,,,Read what our customers have to say,,1,12,8-Mar-2017,6:22:23,,
VIEW,4932890,,,WEB,,,,,,Why E2 Solar,,1,114,8-Mar-2017,6:22:11,,
VIEW,4932890,,,WEB,,,,,,Location Verification,,1,18,8-Mar-2017,6:20:16,,
VIEW,4932890,,,WEB,,,,,,"Clark, Jeris Prelim Roof Layout.png",,1,126,8-Mar-2017,6:19:57,,
VIEW,4932890,,,WEB,,,,,,Why install solar,,1,21,8-Mar-2017,6:17:48,,
VIEW,4932890,,,WEB,,,,,,What you can expect,,1,28,8-Mar-2017,6:15:15,,
VIEW,2834196,,,WEB,,,,,,"Clark, Jeris Prelim Roof Layout.png",,1,38,8-Mar-2017,6:09:00,,
VIEW,2834196,,,WEB,,,,,,"Clark, Jeris Prelim Roof Layout.png",,1,20,8-Mar-2017,5:59:08,,
VIEW,2834196,,,WEB,,,,,,Upload Utility Bill,,1,2,8-Mar-2017,5:57:58,,
VIEW,2834196,,,WEB,,,,,,"Lenz, Ryan 4.76KW 022117 Preliminary Bid Proposal.pdf",,1,132,8-Mar-2017,4:50:28,,
VIEW,2834196,,,WEB,,,,,,Preliminary Estimate 4.13KW,,1,121,8-Mar-2017,4:34:29,,
VIEW,2834196,,,WEB,,,,,,Your home with solar,,1,19,8-Mar-2017,4:10:53,,
SHARE,4933361,2834196,,WEB,,,,8-Mar-2017,3:56:38,Welcome the sun into your home Shea Pinmick,WEB,0,0,8-Mar-2017,3:56:38,,
VIEW,2834196,,,WEB,,,,,,"Pinmick, Shea 5.04KW Preliminary Bid Proposal.pdf",,1,7,8-Mar-2017,3:56:17,,
VIEW,2834196,,,WEB,,,,,,Your home with solar,,1,16,8-Mar-2017,3:46:37,,
SHARE,3030935,2834196,,WEB,,,,8-Mar-2017,3:29:57,Get the power James Whitmore,WEB,1,600,8-Mar-2017,3:29:57,,
VIEW,2834196,,,WEB,,,,,,Request your Appointment,,1,2,8-Mar-2017,3:29:46,,
VIEW,2834196,,,WEB,,,,,,"Whitmore, James 6.16KW Preliminary Bid Proposal.pdf",,1,5,8-Mar-2017,3:29:42,,
VIEW,2834196,,,WEB,,,,,,Request your Appointment,,1,9,8-Mar-2017,2:06:09,,
SHARE,2698718,2834196,,WEB,,,,8-Mar-2017,2:02:07,Get the power Jeff Thayer,WEB,1,414,8-Mar-2017,2:02:07,,
VIEW,4098404,,,WEB,,,,,,"Zapp, Michael Prelim Roof Layout.png",,1,69,8-Mar-2017,1:54:24,,
VIEW,4098404,,,WEB,,,,,,Upload Utility Bill,,1,80,8-Mar-2017,1:50:52,,
VIEW,4098404,,,WEB,,,,,,"Kerr, Troy Site Picture.png",,1,14,8-Mar-2017,1:31:09,,
VIEW,4098404,,,WEB,,,,,,"Eckhart, Todd Prelim Roof Layout.png",,1,23,8-Mar-2017,1:22:53,,
VIEW,4633807,,,WEB,,,,,,What you can expect,,1,4,8-Mar-2017,1:14:29,,
SHARE,4633807,2834196,,WEB,,,,7-Mar-2017,1:11:36,Welcome the sun into your home Helene Callagan,WEB,1,1251,8-Mar-2017,1:14:29,,
SHARE,4633807,2834196,,WEB,,,,10-Feb-2017,6:45:01,Welcome the sun into your home Helene Callagan,WEB,1,1251,8-Mar-2017,1:14:29,,
VIEW,4633807,,,WEB,,,,,,Upload Utility Bill,,1,335,8-Mar-2017,1:14:24,,
VIEW,2834196,,,WEB,,,,,,"Thayer, Jeff 5.04KW Preliminary Bid Proposal 03072017.pdf",,1,40,8-Mar-2017,1:09:22,,
VIEW,4633807,,,WEB,,,,,,Upload Utility Bill,,1,312,7-Mar-2017,23:06:14,,
VIEW,4633807,,,WEB,,,,,,Location Verification,,1,5,7-Mar-2017,23:05:43,,
VIEW,4633807,,,WEB,,,,,,Request your Appointment,,1,180,7-Mar-2017,5:59:36,,
VIEW,4633807,,,WEB,,,,,,"Callagan, Helene 5.04KW Preliminary Bid Proposal.pdf",,1,351,7-Mar-2017,5:56:00,,
VIEW,4633807,,,WEB,,,,,,"Callagan, Helene Prelim Roof Layout.png",,1,82,7-Mar-2017,5:53:00,,
VIEW,4633807,,,WEB,,,,,,Resale value for solar homes,,1,60,7-Mar-2017,5:52:46,,
VIEW,4633807,,,WEB,,,,,,Maintenance for residential solar,,1,37,7-Mar-2017,5:51:46,,
VIEW,4633807,,,WEB,,,,,,Oregon renewable energy tax credit,,1,14,7-Mar-2017,5:51:08,,
VIEW,4633807,,,WEB,,,,,,Energy Trust funding status for Pacific Power customers,,1,11,7-Mar-2017,5:50:54,,
VIEW,4633807,,,WEB,,,,,,Location Verification,,1,39,7-Mar-2017,5:45:16,,
VIEW,4633807,,,WEB,,,,,,Upload Utility Bill,,1,24,7-Mar-2017,5:44:22,,
VIEW,4633807,,,WEB,,,,,,Read what our customers have to say,,1,6,7-Mar-2017,5:43:01,,
VIEW,4633807,,,WEB,,,,,,Why E2 Solar,,1,114,7-Mar-2017,5:42:55,,
VIEW,4633807,,,WEB,,,,,,SolarWorld Quality,,1,120,7-Mar-2017,5:40:25,,
VIEW,4633807,,,WEB,,,,,,Why install solar,,1,10,7-Mar-2017,5:38:25,,
VIEW,4633807,,,WEB,,,,,,What you can expect,,1,13,7-Mar-2017,5:38:14,,
VIEW,4920262,,,WEB,,,,,,"Frilot, Joe 5.04KW Preliminary Bid Proposal.pdf",,1,78,7-Mar-2017,5:15:50,,
SHARE,4920262,2834196,,WEB,,,,4-Mar-2017,3:09:00,Welcome the sun into your home Joe Frilot,WEB,1,309,7-Mar-2017,5:15:50,,
VIEW,4920262,,,WEB,,,,,,"Frilot, Joe Prelim Roof Layout.png",,1,24,7-Mar-2017,5:02:47,,
SHARE,4920262,2834196,,WEB,,,,7-Mar-2017,3:07:24,Welcome the sun into your home Joe Frilot,WEB,1,309,7-Mar-2017,3:07:24,,
VIEW,2834196,,,WEB,,,,,,"Frilot, Joe 5.04KW Preliminary Bid Proposal.pdf",,1,9,7-Mar-2017,3:06:53,,
VIEW,2834196,,,WEB,,,,,,Federal renewable energy tax credit,,1,9,7-Mar-2017,3:06:36,,
VIEW,2834196,,,WEB,,,,,,Federal renewable energy tax credit,,1,9,7-Mar-2017,3:05:32,,
VIEW,2834196,,,WEB,,,,,,Oregon renewable energy tax credit,,1,4,7-Mar-2017,3:04:15,,
VIEW,2834196,,,WEB,,,,,,Federal renewable energy tax credit,,1,40,7-Mar-2017,3:03:51,,
VIEW,2834196,,,WEB,,,,,,Oregon renewable energy tax credit,,1,3,7-Mar-2017,3:03:07,,
VIEW,2834196,,,WEB,,,,,,"Frilot, Joe Prelim Roof Layout.png",,1,3,7-Mar-2017,3:02:56,,
VIEW,2834196,,,WEB,,,,,,"Frilot, Joe 5.04KW Preliminary Bid Proposal.pdf",,1,34,7-Mar-2017,2:55:23,,
VIEW,2834196,,,WEB,,,,,,"Skinner, Leah 3.92KW Preliminary Bid Proposal.pdf",,1,22,7-Mar-2017,2:53:25,,
VIEW,2834196,,,WEB,,,,,,"Skinner, Leah 4.48KW Preliminary Bid Proposal.pdf",,1,33,7-Mar-2017,2:53:19,,
VIEW,2834196,,,WEB,,,,,,"Skinner, Leah Prelim Roof Layout.png",,1,5,7-Mar-2017,2:52:11,,
SHARE,4920033,2834196,,WEB,,,,7-Mar-2017,1:59:51,Welcome the sun into your home Nora Lyle,WEB,1,1576,7-Mar-2017,1:59:51,,
VIEW,2834196,,,WEB,,,,,,"Lyle, Nora Prelim Roof Layout.png",,1,12,7-Mar-2017,1:59:36,,
VIEW,2834196,,,WEB,,,,,,Preliminary solar assessment,,1,6,7-Mar-2017,1:57:35,,
VIEW,4633807,,,WEB,,,,,,"Callagan, Helene 5.04KW Preliminary Bid Proposal.pdf",,1,20,7-Mar-2017,1:52:42,,
VIEW,2834196,,,WEB,,,,,,Request your Appointment,,1,3,7-Mar-2017,1:09:28,,
VIEW,2834196,,,WEB,,,,,,"Callagan, Helene Prelim Roof Layout.png",,1,9,7-Mar-2017,1:09:24,,
VIEW,2834196,,,WEB,,,,,,"Callagan, Helene 5.04KW Preliminary Bid Proposal.pdf",,1,28,7-Mar-2017,1:09:22,,
VIEW,2834196,,,WEB,,,,,,"Callagan, Helene 5.04KW Preliminary Bid Proposal.pdf",,1,40,7-Mar-2017,0:22:55,,
VIEW,2834196,,,WEB,,,,,,"Callagan, Helene 5.04KW Preliminary Bid Proposal.pdf",,1,36,6-Mar-2017,23:58:12,,
VIEW,2834196,,,WEB,,,,,,"Callagan, Helene Prelim Roof Layout.png",,1,27,6-Mar-2017,23:53:17,,
VIEW,4098404,,,WEB,,,,,,"McElroy, Amy Prelim .png",,1,17,6-Mar-2017,23:04:10,,
VIEW,4098404,,,WEB,,,,,,"Hoefle, Paul Prelim Roof Layout.png",,1,5,6-Mar-2017,22:58:59,,
VIEW,4098404,,,WEB,,,,,,"Dehiya, Rylie Prelim Roof Layout.png",,1,6,6-Mar-2017,22:56:03,,
VIEW,4098404,,,WEB,,,,,,"Wolfe, Phil Prelim Roof Layout.png",,1,6,6-Mar-2017,22:52:43,,
VIEW,4098404,,,WEB,,,,,,"Hennane, Josee Prelim Roof Layout.png",,1,6,6-Mar-2017,22:47:52,,
VIEW,4098404,,,WEB,,,,,,"Caldwell, Megan Prelim Roof Layout.png",,1,73,6-Mar-2017,22:44:22,,
VIEW,4098404,,,WEB,,,,,,"McLaughlin, Ryan Prelim Roof Layout.png",,1,8,6-Mar-2017,22:40:10,,
VIEW,4098404,,,WEB,,,,,,"Callagan, Helene Prelim Roof Layout.png",,1,7,6-Mar-2017,22:36:44,,
VIEW,4098404,,,WEB,,,,,,"MacKay, Janelle Prelim Roof Layout.png",,1,8,6-Mar-2017,22:32:43,,
VIEW,3123168,,,WEB,,,,,,Financing option,,1,5,6-Mar-2017,7:32:52,,
SHARE,3123168,2834196,,WEB,,,,18-Jan-2017,0:44:51,Get the power Michael Vallad,WEB,1,670,6-Mar-2017,7:32:52,,
VIEW,3123168,,,WEB,,,,,,"Vallad, Michael 5.04KW Preliininary Bid Proposal.pdf",,1,48,6-Mar-2017,6:53:26,,
VIEW,3123168,,,WEB,,,,,,SolarWorld giving back,,1,3,6-Mar-2017,6:52:37,,
VIEW,3123168,,,WEB,,,,,,SolarWorld history,,1,5,6-Mar-2017,6:52:33,,
VIEW,3123168,,,WEB,,,,,,Making a difference with solar,,1,19,6-Mar-2017,6:52:27,,
