Activity Type, User ID, RM ID, User OS, User OS Share, Viewing App, Viewing App Version, User Groups,Shared Date, Shared Time, Title of Content, Share Channel, Viewed, Time Spent in Seconds, Last Activity Date, Last Activity Time,,
VIEW,5550987,,MAC_OS_X_IPHONE,MAC_OS_X_IPHONE,MOBILE_SAFARI,,,,,Read what our customers have to say,,1,10,6-Jul-2017,22:35:45,,
VIEW,5550987,,MAC_OS_X_IPHONE,MAC_OS_X_IPHONE,MOBILE_SAFARI,,,,,About E2 Solar,,1,5,6-Jul-2017,22:35:36,,
VIEW,5550987,,MAC_OS_X_IPHONE,MAC_OS_X_IPHONE,MOBILE_SAFARI,,,,,Choosing a contractor,,1,10,6-Jul-2017,22:35:20,,
VIEW,5550987,,MAC_OS_X_IPHONE,MAC_OS_X_IPHONE,MOBILE_SAFARI,,,,,Federal energy tax credit,,1,30,6-Jul-2017,22:34:48,,
VIEW,5550987,,MAC_OS_X_IPHONE,MAC_OS_X_IPHONE,MOBILE_SAFARI,,,,,Oregon renewable energy tax credit,,1,40,6-Jul-2017,22:34:06,,
VIEW,5550987,,MAC_OS_X_IPHONE,MAC_OS_X_IPHONE,MOBILE_SAFARI,,,,,Energy Trust funding status for Pacific Power customers,,1,120,6-Jul-2017,22:33:15,,
VIEW,5550987,,MAC_OS_X_IPHONE,MAC_OS_X_IPHONE,MOBILE_SAFARI,,,,,"Plapp, Michael 4.64KW Preliminary Estimate.pdf",,1,35,6-Jul-2017,22:32:51,,
VIEW,5672736,,MAC_OS_X_IPHONE,MAC_OS_X_IPHONE,MOBILE_SAFARI,,,,,Request your site assessment,,1,5,6-Jul-2017,6:09:15,,
VIEW,5672736,,MAC_OS_X_IPHONE,MAC_OS_X_IPHONE,MOBILE_SAFARI,,,,,Business Energy Investment Tax Credit,,1,40,6-Jul-2017,6:08:36,,
VIEW,5672736,,MAC_OS_X_IPHONE,MAC_OS_X_IPHONE,MOBILE_SAFARI,,,,,"Wills, Colin 13.92KW Commercial Preliminary Estimate.pdf",,1,5,6-Jul-2017,6:08:27,,
SHARE,5645336,2834196,,WEB,,,,6-Jul-2017,5:12:06,Get the Power Craig Renkert,WEB,0,0,6-Jul-2017,5:12:06,,
SHARE,3268105,2636314,,WEB,,,,1-Oct-2016,5:03:07,Audi Bend,WEB,1,2104,6-Jul-2017,5:12:00,,
SHARE,3268105,2636314,,WEB,,,,1-Oct-2016,5:06:11,Audi Bend,WEB,1,2104,6-Jul-2017,5:12:00,,
SHARE,3268105,2636314,,WEB,,,,1-Oct-2016,5:03:44,Audi Bend,WEB,1,2104,6-Jul-2017,5:12:00,,
VIEW,2834196,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Renkert, Craig 4.64KW Preliminary Estimate.pdf",,1,10,6-Jul-2017,5:11:51,,
VIEW,3268105,,WINDOWS_7,WINDOWS_7,FIREFOX,,,,,SolarWorld Quality,,1,5,6-Jul-2017,5:11:33,,
VIEW,3268105,,WINDOWS_7,WINDOWS_7,FIREFOX,,,,,Business Investment Tax Credit,,1,5,6-Jul-2017,5:11:19,,
VIEW,3268105,,WINDOWS_7,WINDOWS_7,FIREFOX,,,,,Renewable Energy Development Grant,,1,5,6-Jul-2017,5:11:10,,
VIEW,3268105,,WINDOWS_7,WINDOWS_7,FIREFOX,,,,,BlueSky Renewable Energy,,1,10,6-Jul-2017,5:10:55,,
VIEW,3268105,,WINDOWS_7,WINDOWS_7,FIREFOX,,,,,Energy Trust funding status for Pacific Power customers,,1,5,6-Jul-2017,5:10:34,,
VIEW,3268105,,WINDOWS_7,WINDOWS_7,FIREFOX,,,,,Form 520SF,,1,5,6-Jul-2017,5:10:19,,
VIEW,3268105,,WINDOWS_7,WINDOWS_7,FIREFOX,,,,,Construction Requirements,,1,5,6-Jul-2017,5:10:08,,
VIEW,3268105,,WINDOWS_7,WINDOWS_7,FIREFOX,,,,,Solar Analysis Report,,1,5,6-Jul-2017,5:09:56,,
VIEW,3268105,,WINDOWS_7,WINDOWS_7,FIREFOX,,,,,Performance Modeling,,1,5,6-Jul-2017,5:09:44,,
VIEW,3268105,,WINDOWS_7,WINDOWS_7,FIREFOX,,,,,Audi/Porsche Wall Layouts,,1,5,6-Jul-2017,5:09:30,,
VIEW,3268105,,WINDOWS_7,WINDOWS_7,FIREFOX,,,,,Audi Solar Layout,,1,5,6-Jul-2017,5:09:18,,
VIEW,3268105,,WINDOWS_7,WINDOWS_7,FIREFOX,,,,,21.6kW Financial Summary,,1,5,6-Jul-2017,5:09:04,,
VIEW,3268105,,WINDOWS_7,WINDOWS_7,FIREFOX,,,,,Audi 36kW Estimate UPGRADED.pdf,,1,10,6-Jul-2017,5:08:47,,
VIEW,3268105,,WINDOWS_7,WINDOWS_7,FIREFOX,,,,,Executive Summary,,1,105,6-Jul-2017,5:06:39,,
SHARE,5672736,2834196,,WEB,,,,6-Jul-2017,4:55:16,Get the Power Colin Wills,WEB,1,70,6-Jul-2017,4:55:16,,
VIEW,2834196,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Wills, Colin 13.92KW Commercial Preliminary Estimate.pdf",,1,25,6-Jul-2017,4:51:43,,
VIEW,2834196,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Wills, Colin 13.92KW Residential Preliminary Estimate.pdf",,1,10,6-Jul-2017,4:51:26,,
VIEW,2834196,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,Business Energy Investment Tax Credit,,1,20,6-Jul-2017,4:50:05,,
VIEW,5664898,,WINDOWS_10,WINDOWS_10,EDGE14,,,,,Read what our customers have to say,,1,25,6-Jul-2017,4:23:31,,
VIEW,5664898,,WINDOWS_10,WINDOWS_10,EDGE14,,,,,About E2 Solar,,1,100,6-Jul-2017,4:21:37,,
VIEW,5664898,,WINDOWS_10,WINDOWS_10,EDGE14,,,,,Estimate the benefits of solar,,1,240,6-Jul-2017,4:16:49,,
VIEW,5664898,,WINDOWS_10,WINDOWS_10,EDGE14,,,,,"Schneider, Mike 27.6KW Groundmount Preliminary Estimate.pdf",,1,10,6-Jul-2017,4:16:11,,
VIEW,5664898,,WINDOWS_10,WINDOWS_10,EDGE14,,,,,"Schneider, Mike 26.1KW Roof Mounted Preliminary Estimate.pdf",,1,65,6-Jul-2017,4:13:39,,
VIEW,5672005,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,Estimate the benefits of solar,,1,5,6-Jul-2017,3:27:49,,
VIEW,5672005,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,Analyzing your electrical loads,,1,5,6-Jul-2017,3:27:34,,
VIEW,5672005,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,Inverter with small battery storage,,1,5,6-Jul-2017,3:27:08,,
VIEW,5672005,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,Oregon renewable energy tax credit,,1,15,6-Jul-2017,3:26:50,,
VIEW,5672005,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,Off-Grid Feasibility,,1,5,6-Jul-2017,3:26:12,,
VIEW,5672005,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,So you want to go off-grid....,,1,5,6-Jul-2017,3:25:34,,
SHARE,5672005,2834196,,WEB,,,,6-Jul-2017,3:10:56,Understanding the Basics of Off-Grid for Craig Renkert,WEB,1,35,6-Jul-2017,3:10:56,,
VIEW,2622013,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Baldock, Jerry 5.22KW Preliminary Estimate.pdf",,1,5,6-Jul-2017,0:21:20,,
VIEW,5655020,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,Estimate the benefits of solar,,1,5,5-Jul-2017,23:40:40,,
VIEW,5655020,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Baldock, Jerry 5.22KW Preliminary Estimate.pdf",,1,70,5-Jul-2017,23:39:57,,
VIEW,5655020,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,Upload Utility Bill,,1,120,5-Jul-2017,23:29:12,,
VIEW,2622013,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Baldock, Jerry 5.22KW Preliminary Estimate.pdf",,1,250,5-Jul-2017,23:24:55,,
VIEW,5647481,,WINDOWS_10,WINDOWS_10,IE11,,,,,Read what our customers have to say,,1,80,5-Jul-2017,22:45:52,,
VIEW,5647481,,WINDOWS_10,WINDOWS_10,IE11,,,,,Request your site assessment,,1,15,5-Jul-2017,22:45:32,,
VIEW,5647481,,WINDOWS_10,WINDOWS_10,IE11,,,,,About E2 Solar,,1,115,5-Jul-2017,22:43:34,,
VIEW,5647481,,WINDOWS_10,WINDOWS_10,IE11,,,,,Estimate the benefits of solar,,1,195,5-Jul-2017,22:39:15,,
VIEW,5647481,,WINDOWS_10,WINDOWS_10,IE11,,,,,Choosing a contractor,,1,215,5-Jul-2017,22:20:23,,
VIEW,5647481,,WINDOWS_10,WINDOWS_10,IE11,,,,,Search CCB business history,,1,245,5-Jul-2017,22:08:29,,
VIEW,5647481,,WINDOWS_10,WINDOWS_10,IE11,,,,,How to read your meter,,1,150,5-Jul-2017,22:05:52,,
SHARE,3910417,2834196,,WEB,,,,21-Mar-2017,0:11:21,Solar Blueprint Chris Martin,WEB,1,1467,5-Jul-2017,20:19:00,,
VIEW,3910417,,WINDOWS_81,WINDOWS_81,IE11,,,,,"Martin, Chris 5.67KW LG Panels and SolarEdge Bid Proposal.pdf",,1,5,5-Jul-2017,20:18:49,,
VIEW,5645336,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,Pros and Cons,,1,30,5-Jul-2017,7:13:18,,
VIEW,5645336,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,Before you go off-grid,,1,10,5-Jul-2017,7:12:51,,
VIEW,5645336,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,Pros and Cons,,1,5,5-Jul-2017,6:35:37,,
VIEW,5645336,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,Before you go off-grid,,1,135,5-Jul-2017,6:23:47,,
VIEW,5645336,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,So you want to go off-grid....,,1,25,5-Jul-2017,6:07:41,,
VIEW,5664442,,CHROME_OS,CHROME_OS,CHROME,,,,,"Clausen, Lisa 4.64KW Preliminary Estimate.pdf",,1,220,4-Jul-2017,22:27:39,,
VIEW,5664442,,CHROME_OS,CHROME_OS,CHROME,,,,,CEC Net metering program,,1,35,4-Jul-2017,22:26:17,,
SHARE,5488427,2834196,,WEB,,,,30-Jun-2017,23:09:33,Solar Blueprint Dean Sharpe,WEB,1,20,4-Jul-2017,22:25:00,,
VIEW,5488427,,WINDOWS_7,WINDOWS_7,IE11,,,,,Oregon renewable energy tax credit,,1,5,4-Jul-2017,22:24:16,,
VIEW,5488427,,WINDOWS_7,WINDOWS_7,IE11,,,,,"Sharpe, Dean 16.56 GroundMount Bid Proposal.pdf",,1,5,4-Jul-2017,22:23:47,,
VIEW,5488427,,WINDOWS_7,WINDOWS_7,IE11,,,,,"Sharpe, Dean 25.87KW GroundMount Bid Proposal.pdf",,1,10,4-Jul-2017,22:22:41,,
VIEW,5326891,,ANDROID4,ANDROID4,CHROME_MOBILE,,,,,"Garland, Susan 5.22KW REC Panels and SolarEdge Inverter Bid Proposal.pdf",,1,15,4-Jul-2017,21:10:16,,
SHARE,5664898,2834196,,WEB,,,,4-Jul-2017,12:16:43,Get the Power Mike Schneider,WEB,1,440,4-Jul-2017,12:16:43,,
VIEW,2834196,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Schneider, Mike 27.6KW Groundmount Preliminary Estimate.pdf",,1,35,4-Jul-2017,12:15:43,,
VIEW,2834196,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Schneider, Mike 26.1KW Roof Mounted Preliminary Estimate.pdf",,1,15,4-Jul-2017,12:15:21,,
SHARE,5664442,2834196,,WEB,,,,4-Jul-2017,11:10:54,Get the Power Lisa Clausen,WEB,1,220,4-Jul-2017,11:10:54,,
VIEW,2834196,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Clausen, Lisa 4.64KW Preliminary Estimate.pdf",,1,5,4-Jul-2017,11:10:29,,
SHARE,5213666,2834196,,WEB,,,,4-Jul-2017,10:37:31,Get the Power Lawrence Waters,WEB,0,0,4-Jul-2017,10:37:31,,
VIEW,5239677,,MAC_OS_X_IPHONE,MAC_OS_X_IPHONE,MOBILE_SAFARI,,,,,"Peterson, Oliver 26.22KW Groundmount Preliminary Bid Proposal.pdf",,1,15,3-Jul-2017,23:03:07,,
VIEW,5239677,,WINDOWS_7,WINDOWS_7,CHROME,,,,,Oregon renewable energy tax credit,,1,20,3-Jul-2017,7:18:27,,
VIEW,5239677,,WINDOWS_7,WINDOWS_7,CHROME,,,,,Energy Trust funding status for Pacific Power customers,,1,70,3-Jul-2017,7:18:10,,
VIEW,5239677,,WINDOWS_7,WINDOWS_7,CHROME,,,,,"Peterson, Oliver 26.22KW Groundmount Preliminary Bid Proposal.pdf",,1,85,3-Jul-2017,7:15:03,,
VIEW,5651220,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,Choosing a contractor,,1,25,3-Jul-2017,4:14:39,,
VIEW,5651220,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Champion, David 16.56KW Battery Backup Ready Bid Proposal.pdf",,1,40,3-Jul-2017,4:08:47,,
VIEW,5651220,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Champion, David 16.56KW Bid Proposal.pdf",,1,90,3-Jul-2017,4:06:22,,
VIEW,5651220,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Champion, David 16.56KW Battery Backup with 1 Battery Bid Proposal.pdf",,1,80,3-Jul-2017,4:05:03,,
VIEW,5651220,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Champion, David 16.56KW Battery Backup with 2 Battery Bid Proposal.pdf",,1,290,3-Jul-2017,4:00:05,,
VIEW,5651220,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Champion, David 16.56KW Battery Backup with 2 Battery Bid Proposal.pdf",,1,25,3-Jul-2017,3:59:40,,
VIEW,5651220,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Champion, David 16.56KW Battery Backup Ready Bid Proposal.pdf",,1,5,3-Jul-2017,3:59:15,,
VIEW,5651220,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Champion, David 16.56KW Bid Proposal.pdf",,1,20,3-Jul-2017,3:58:53,,
VIEW,5655305,,MAC_OS_X,MAC_OS_X,SAFARI9,,,,,"Doherty, Conan 5.04KW Preliminary Estimate.pdf",,1,5,1-Jul-2017,9:12:43,,
VIEW,5655305,,MAC_OS_X,MAC_OS_X,SAFARI9,,,,,"Doherty, Conan 5.04KW Preliminary Estimate.pdf",,1,125,1-Jul-2017,6:51:48,,
SHARE,4900809,2834196,,WEB,,,,1-Jul-2017,0:08:32,Solar Blueprint Rowan Anderegg,WEB,1,180,1-Jul-2017,5:44:00,,
VIEW,4900809,,ANDROID_MOBILE,ANDROID_MOBILE,CHROME_MOBILE,,,,,"Anderegg, Rowan 25.88KW Bid Proposal.pdf",,1,50,1-Jul-2017,5:38:36,,
VIEW,4900809,,ANDROID_MOBILE,ANDROID_MOBILE,CHROME_MOBILE,,,,,"Anderegg, Rowan 16.56KW Ground Mount Bid Proposal.pdf",,1,85,1-Jul-2017,5:38:24,,
VIEW,5655305,,MAC_OS_X,MAC_OS_X,SAFARI9,,,,,"Doherty, Conan 5.04KW Preliminary Estimate.pdf",,1,120,1-Jul-2017,4:30:48,,
VIEW,5655305,,MAC_OS_X,MAC_OS_X,SAFARI9,,,,,Listing of Energy Trust trade allies,,1,10,1-Jul-2017,4:29:39,,
VIEW,5655305,,MAC_OS_X,MAC_OS_X,SAFARI9,,,,,Search CCB business history,,1,10,1-Jul-2017,4:29:27,,
SHARE,5655305,2834196,,WEB,,,,1-Jul-2017,4:02:42,Get the Power Conan Doherty,WEB,1,460,1-Jul-2017,4:02:42,,
VIEW,2834196,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Doherty, Conan 5.04KW Preliminary Estimate.pdf",,1,50,1-Jul-2017,4:00:38,,
VIEW,2834196,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,Estimate the benefits of solar,,1,80,1-Jul-2017,3:22:29,,
SHARE,5655020,2834196,,WEB,,,,1-Jul-2017,2:43:46,Get the Power Jerry Baldock,WEB,1,695,1-Jul-2017,2:43:46,,
VIEW,2834196,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Baldock, Jerry 5.22KW Preliminary Estimate.pdf",,1,10,1-Jul-2017,2:43:09,,
VIEW,4900809,,WINDOWS_7,WINDOWS_7,CHROME,,,,,"Anderegg, Rowan 25.88KW Bid Proposal.pdf",,1,45,1-Jul-2017,1:09:28,,
VIEW,2834196,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Garland, Susan 5.22KW REC Panels and SolarEdge Inverter Bid Proposal.pdf",,1,15,1-Jul-2017,0:26:37,,
VIEW,2834196,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Garland, Susan 5.22KW SolarWorld Panels with String Inverter Bid Proposal.pdf",,1,35,1-Jul-2017,0:25:59,,
VIEW,2834196,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Anderegg, Rowan 25.88KW Bid Proposal.pdf",,1,20,1-Jul-2017,0:07:52,,
VIEW,2834196,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Anderegg, Rowan 16.56KW Ground Mount Bid Proposal.pdf",,1,20,1-Jul-2017,0:07:25,,
VIEW,2834196,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Sharpe, Dean 25.87KW GroundMount Bid Proposal.pdf",,1,15,30-Jun-2017,23:08:58,,
VIEW,2834196,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Sharpe, Dean 16.56 GroundMount Bid Proposal.pdf",,1,30,30-Jun-2017,23:08:27,,
VIEW,5651774,,WINDOWS_10,WINDOWS_10,CHROME,,,,,"Thompson, Rick 5.04KW Preliminary Estimate.pdf",,1,55,30-Jun-2017,22:45:37,,
VIEW,5651774,,WINDOWS_10,WINDOWS_10,CHROME,,,,,Upload Utility Bill,,1,60,30-Jun-2017,22:44:20,,
VIEW,5651774,,WINDOWS_10,WINDOWS_10,CHROME,,,,,Your solar interest - form,,1,30,30-Jun-2017,22:43:39,,
VIEW,5651774,,WINDOWS_10,WINDOWS_10,CHROME,,,,,Oregon renewable energy tax credit,,1,40,30-Jun-2017,22:42:16,,
VIEW,5651774,,MAC_OS_X_IPAD,MAC_OS_X_IPAD,MOBILE_SAFARI,,,,,Your solar interest - form,,1,40,30-Jun-2017,21:48:55,,
VIEW,5651774,,MAC_OS_X_IPAD,MAC_OS_X_IPAD,MOBILE_SAFARI,,,,,About E2 Solar,,1,20,30-Jun-2017,21:48:17,,
VIEW,5651774,,MAC_OS_X_IPAD,MAC_OS_X_IPAD,MOBILE_SAFARI,,,,,Listing of tax credit certified technicians,,1,55,30-Jun-2017,21:46:04,,
VIEW,5651774,,MAC_OS_X_IPAD,MAC_OS_X_IPAD,MOBILE_SAFARI,,,,,Estimate the benefits of solar,,1,40,30-Jun-2017,21:44:21,,
VIEW,5651774,,MAC_OS_X_IPAD,MAC_OS_X_IPAD,MOBILE_SAFARI,,,,,"Thompson, Rick 5.04KW Preliminary Estimate.pdf",,1,10,30-Jun-2017,21:44:07,,
VIEW,5651774,,MAC_OS_X_IPAD,MAC_OS_X_IPAD,MOBILE_SAFARI,,,,,Request your site assessment,,1,30,30-Jun-2017,21:43:28,,
VIEW,5651774,,MAC_OS_X_IPAD,MAC_OS_X_IPAD,MOBILE_SAFARI,,,,,Upload Utility Bill,,1,10,30-Jun-2017,21:43:04,,
VIEW,5647481,,WINDOWS_10,WINDOWS_10,IE11,,,,,"Wilson, Brian 9.28KW Preliminary Estimate.pdf",,1,40,30-Jun-2017,18:59:26,,
VIEW,5647481,,MAC_OS_X_IPHONE,MAC_OS_X_IPHONE,MOBILE_SAFARI,,,,,"Wilson, Brian 9.28KW Preliminary Estimate.pdf",,1,20,30-Jun-2017,8:00:15,,
VIEW,5326891,,MAC_OS_X_IPAD,MAC_OS_X_IPAD,MOBILE_SAFARI,,,,,"Garland, Susan 5.22KW SolarWorld Panels with String Inverter Bid Proposal.pdf",,1,5,30-Jun-2017,8:00:05,,
VIEW,5647481,,MAC_OS_X_IPHONE,MAC_OS_X_IPHONE,MOBILE_SAFARI,,,,,Estimate the benefits of solar,,1,25,30-Jun-2017,7:59:27,,
VIEW,5326891,,MAC_OS_X_IPAD,MAC_OS_X_IPAD,MOBILE_SAFARI,,,,,"Garland, Susan 5.22KW SolarWorld Panels with String Inverter Bid Proposal.pdf",,1,40,30-Jun-2017,7:59:22,,
VIEW,5647481,,MAC_OS_X_IPHONE,MAC_OS_X_IPHONE,MOBILE_SAFARI,,,,,"Wilson, Brian 9.28KW Preliminary Estimate.pdf",,1,230,30-Jun-2017,7:59:08,,
SHARE,5651774,2834196,,WEB,,,,30-Jun-2017,6:40:44,Get the Power Rick Thompson,WEB,1,310,30-Jun-2017,6:40:44,,
VIEW,2834196,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Thompson, Rick 5.04KW Preliminary Estimate.pdf",,1,10,30-Jun-2017,6:40:20,,
SHARE,5647481,2834196,,WEB,,,,30-Jun-2017,6:11:10,Get the Power Brian Wilson,WEB,1,1130,30-Jun-2017,6:11:10,,
VIEW,2834196,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Wilson, Brian 9.28KW Preliminary Estimate.pdf",,1,25,30-Jun-2017,6:08:42,,
SHARE,5651220,2834196,,WEB,,,,30-Jun-2017,5:43:29,Solar Blueprint David Champion,WEB,1,550,30-Jun-2017,5:43:29,,
VIEW,2834196,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Champion, David 16.56KW Battery Backup with 2 Battery Bid Proposal.pdf",,1,10,30-Jun-2017,5:42:28,,
VIEW,2834196,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Champion, David 16.56KW Battery Backup with 1 Battery Bid Proposal.pdf",,1,10,30-Jun-2017,5:42:14,,
VIEW,2834196,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Champion, David 16.56KW Battery Backup Ready Bid Proposal.pdf",,1,25,30-Jun-2017,5:41:58,,
VIEW,2834196,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Champion, David 16.56KW Bid Proposal.pdf",,1,20,30-Jun-2017,5:41:44,,
VIEW,2834196,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,DS REC TwinPeak 2 BLK2 Series.pdf,,1,5,30-Jun-2017,5:25:34,,
VIEW,2834196,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,8 year old module beginning to fail,,1,5,30-Jun-2017,5:25:23,,
SHARE,5326891,2834196,,WEB,,,,30-Jun-2017,4:58:28,Solar Blueprint Susan Garland,WEB,1,490,30-Jun-2017,4:58:28,,
VIEW,2834196,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Garland, Susan 5.22KW REC Panels and SolarEdge Inverter Bid Proposal.pdf",,1,15,30-Jun-2017,4:50:43,,
VIEW,2834196,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Garland, Susan 5.22KW SolarWorld Panels with String Inverter Bid Proposal.pdf",,1,235,30-Jun-2017,4:12:14,,
VIEW,2834196,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Garland, Susan 5.22KW REC Panels and SolarEdge Inverter Bid Proposal.pdf",,1,20,30-Jun-2017,3:14:13,,
VIEW,2834196,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Garland, Susan 5.22KW SolarWorld Panels with String Inverter Bid Proposal.pdf",,1,160,30-Jun-2017,3:08:07,,
VIEW,5647481,,WINDOWS_10,WINDOWS_10,IE11,,,,,"Wilson, Brian 9.28KW Preliminary Estimate.pdf",,1,380,29-Jun-2017,18:49:18,,
VIEW,5647481,,WINDOWS_10,WINDOWS_10,IE11,,,,,Estimate the benefits of solar,,1,10,29-Jun-2017,18:49:07,,
VIEW,5647481,,WINDOWS_10,WINDOWS_10,IE11,,,,,Request your site assessment,,1,30,29-Jun-2017,18:48:34,,
VIEW,2637375,,ANDROID_MOBILE,ANDROID_MOBILE,CHROME_MOBILE,,,,,Oregon renewable energy tax credit,,1,135,29-Jun-2017,9:43:13,,
VIEW,2637375,,ANDROID_MOBILE,ANDROID_MOBILE,CHROME_MOBILE,,,,,"Michell, Richard 5.80KW Bid Proposal.pdf",,1,30,29-Jun-2017,9:42:25,,
VIEW,5647481,,MAC_OS_X_IPHONE,MAC_OS_X_IPHONE,MOBILE_SAFARI,,,,,"Wilson, Brian 9.28KW Preliminary Estimate.pdf",,1,15,29-Jun-2017,9:00:29,,
VIEW,5647481,,MAC_OS_X_IPHONE,MAC_OS_X_IPHONE,MOBILE_SAFARI,,,,,Read what our customers have to say,,1,20,29-Jun-2017,8:45:48,,
VIEW,5647481,,MAC_OS_X_IPHONE,MAC_OS_X_IPHONE,MOBILE_SAFARI,,,,,About E2 Solar,,1,15,29-Jun-2017,8:45:34,,
VIEW,5647481,,MAC_OS_X_IPHONE,MAC_OS_X_IPHONE,MOBILE_SAFARI,,,,,Request your site assessment,,1,10,29-Jun-2017,8:45:19,,
VIEW,5647481,,MAC_OS_X_IPHONE,MAC_OS_X_IPHONE,MOBILE_SAFARI,,,,,Estimate the benefits of solar,,1,30,29-Jun-2017,8:44:47,,
VIEW,5647481,,MAC_OS_X_IPHONE,MAC_OS_X_IPHONE,MOBILE_SAFARI,,,,,"Wilson, Brian 9.28KW Preliminary Estimate.pdf",,1,100,29-Jun-2017,8:43:55,,
SHARE,5647481,2834196,,WEB,,,,29-Jun-2017,7:57:51,Get the Power Brian Wilson,WEB,1,1130,29-Jun-2017,7:57:51,,
VIEW,2834196,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Wilson, Brian 9.28KW Preliminary Estimate.pdf",,1,10,29-Jun-2017,7:57:24,,
SHARE,5477033,2622013,,WEB,,,,24-Jun-2017,1:06:42,E2 Solar contracts for Edward R. Engelbrecht,WEB,1,2800,29-Jun-2017,7:14:00,,
SHARE,5477033,4098404,,WEB,,,,24-Jun-2017,0:54:06,E2 Solar contracts for Edward R. Engelbrecht,WEB,1,2800,29-Jun-2017,7:14:00,,
VIEW,5477033,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,Net Metering Agreement (Sample Only),,1,10,29-Jun-2017,7:04:41,,
VIEW,5477033,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,Pacific Power - Schedule 135,,1,35,29-Jun-2017,7:03:51,,
VIEW,5477033,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,Energy Trust Incentive Application,,1,205,29-Jun-2017,7:02:21,,
VIEW,5477033,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"E2 Solar Contract, Work Order, Consumer Protection",,1,130,29-Jun-2017,7:00:03,,
VIEW,5477033,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"E2 Solar Contract, Work Order, Consumer Protection",,1,360,29-Jun-2017,6:51:39,,
VIEW,2637375,,WINDOWS_7,WINDOWS_7,CHROME,,,,,"Michell, Richard 5.22KW Bid Proposal.pdf",,1,25,29-Jun-2017,4:03:38,,
VIEW,2637375,,WINDOWS_7,WINDOWS_7,CHROME,,,,,"Michell, Richard 5.80KW Bid Proposal.pdf",,1,130,29-Jun-2017,4:00:03,,
VIEW,2637375,,WINDOWS_7,WINDOWS_7,CHROME,,,,,"Michell, Richard 5.80KW Bid Proposal.pdf",,1,5,29-Jun-2017,3:59:58,,
VIEW,2637375,,WINDOWS_7,WINDOWS_7,CHROME,,,,,"Michell, Richard 5.22KW Bid Proposal.pdf",,1,15,29-Jun-2017,3:59:33,,
